 VARIABLES = X,Y,Z,S11,S22,S33,S12,S13,S23
 ZONE, T="0.1000D+01" F=FEPOINT, I=   12 J=    2 ET=BRICK
   0.0000000000E+00   0.6789886400E+00   0.9222500734E-16   0.4276874070E+02   0.2122286296E-04   0.2122286295E-04  -0.5540321017E-14  -0.4113905319E-14  -0.4163894961E-15
   0.0000000000E+00   0.0000000000E+00   0.6789886400E+00   0.4276874070E+02   0.2122286296E-04   0.2122286296E-04   0.1875213673E-16   0.1225262066E-14   0.4634607432E-15
   0.2200000000E+01   0.0000000000E+00   0.6789886400E+00   0.4276874070E+02   0.2122286312E-04   0.2122286312E-04   0.9446569563E-16  -0.3825238829E-15   0.1646923101E-16
   0.2200000000E+01   0.6789886400E+00   0.6789886400E+00   0.4276874069E+02   0.2122286301E-04   0.2122286302E-04  -0.4316752566E-15   0.2295802471E-14   0.8852485047E-15
   0.0000000000E+00   0.6789886400E+00   0.6789886400E+00   0.4276874069E+02   0.2122286296E-04   0.2122286296E-04   0.2438804738E-14   0.4108946152E-15  -0.6772562052E-15
   0.4400000000E+01   0.0000000000E+00  -0.4170278394E-16   0.4276874070E+02   0.2122286310E-04   0.2122286310E-04   0.3303504082E-15  -0.1720570280E-14   0.9331356818E-15
   0.4400000000E+01   0.6789886400E+00   0.8848115768E-16   0.4276874070E+02   0.2122286309E-04   0.2122286309E-04   0.4628811171E-14   0.2755823351E-14   0.6138573543E-16
   0.4400000000E+01   0.0000000000E+00   0.6789886400E+00   0.4276874070E+02   0.2122286309E-04   0.2122286309E-04   0.5241073920E-15   0.2590667805E-14  -0.4528973387E-15
   0.4400000000E+01   0.6789886400E+00   0.6789886400E+00   0.4276874069E+02   0.2122286245E-04   0.2122286245E-04  -0.2948227113E-14  -0.2520844298E-14  -0.1324647285E-14
     1     2     3     4     5     6     7     8
     2     9    10     3     6    11    12     7
 VARIABLES = X,Y,Z,S11,S22,S33,S12,S13,S23
 ZONE, T="0.9000D+01" F=FEPOINT, I=   12 J=    2 ET=BRICK
   0.0000000000E+00   0.0000000000E+00   0.0000000000E+00   0.4952908285E+02  -0.7882353728E-05  -0.7882353730E-05  -0.1080825820E-15  -0.2401938152E-14  -0.7772037333E-16
